"initial_alias","converted_alias","name","description","namespace"
"ZIC2","ENSG00000043355","ZIC2","Zic family member 2 [Source:HGNC Symbol;Acc:HGNC:12873]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAFG-AS1","ENSG00000264769","MAFG-AS1","MAFG antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56705]","GENECARDS,HGNC"
"GUSBP9","ENSG00000215630","GUSBP9","GUSB pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:42323]","GENECARDS,HGNC"
"PLA2G4E","ENSG00000188089","PLA2G4E","phospholipase A2 group IVE [Source:HGNC Symbol;Acc:HGNC:24791]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC2A12","ENSG00000146411","SLC2A12","solute carrier family 2 member 12 [Source:HGNC Symbol;Acc:HGNC:18067]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ECSIT","ENSG00000130159","ECSIT","ECSIT signaling integrator [Source:HGNC Symbol;Acc:HGNC:29548]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ELN","ENSG00000049540","ELN","elastin [Source:HGNC Symbol;Acc:HGNC:3327]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3C","ENSG00000184110","EIF3C","eukaryotic translation initiation factor 3 subunit C [Source:HGNC Symbol;Acc:HGNC:3279]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCL6B","ENSG00000161940","BCL6B","BCL6B transcription repressor [Source:HGNC Symbol;Acc:HGNC:1002]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OSBPL2","ENSG00000130703","OSBPL2","oxysterol binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:15761]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM19A2","None","None","None",""
"HMGXB3","ENSG00000113716","HMGXB3","HMG-box containing 3 [Source:HGNC Symbol;Acc:HGNC:28982]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CASK","ENSG00000147044","CASK","calcium/calmodulin dependent serine protein kinase [Source:HGNC Symbol;Acc:HGNC:1497]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MSANTD3","ENSG00000066697","MSANTD3","Myb/SANT DNA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23370]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EHHADH","ENSG00000113790","EHHADH","enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3247]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBE2R2","ENSG00000107341","UBE2R2","ubiquitin conjugating enzyme E2 R2 [Source:HGNC Symbol;Acc:HGNC:19907]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DAXX","ENSG00000204209","DAXX","death domain associated protein [Source:HGNC Symbol;Acc:HGNC:2681]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLHL14","ENSG00000197705","KLHL14","kelch like family member 14 [Source:HGNC Symbol;Acc:HGNC:29266]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"INTS8","ENSG00000164941","INTS8","integrator complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:26048]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBL7","ENSG00000138629","UBL7","ubiquitin like 7 [Source:HGNC Symbol;Acc:HGNC:28221]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTERF4","ENSG00000122085","MTERF4","mitochondrial transcription termination factor 4 [Source:HGNC Symbol;Acc:HGNC:28785]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM209","ENSG00000146842","TMEM209","transmembrane protein 209 [Source:HGNC Symbol;Acc:HGNC:21898]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCDC169","ENSG00000242715","CCDC169","coiled-coil domain containing 169 [Source:HGNC Symbol;Acc:HGNC:34361]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAB42","ENSG00000188060","RAB42","RAB42, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:28702]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DUT","ENSG00000128951","DUT","deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM63B","None","None","None",""
"PLAGL1","ENSG00000118495","PLAGL1","PLAG1 like zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:9046]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ASB16-AS1","ENSG00000267080","ASB16-AS1","ASB16 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:25442]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"ITGA10","ENSG00000143127","ITGA10","integrin subunit alpha 10 [Source:HGNC Symbol;Acc:HGNC:6135]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AOC4P","ENSG00000260105","AOC4P","amine oxidase copper containing 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:48869]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"AOC4P","ENSG00000291070","AOC4P","amine oxidase copper containing 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:48869]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"BCL2L13","ENSG00000099968","BCL2L13","BCL2 like 13 [Source:HGNC Symbol;Acc:HGNC:17164]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SSTR3","ENSG00000278195","SSTR3","somatostatin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11332]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMG1","ENSG00000157106","SMG1","SMG1 nonsense mediated mRNA decay associated PI3K related kinase [Source:HGNC Symbol;Acc:HGNC:30045]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KAZALD1","ENSG00000107821","KAZALD1","Kazal type serine peptidase inhibitor domain 1 [Source:HGNC Symbol;Acc:HGNC:25460]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAMK2B","ENSG00000058404","CAMK2B","calcium/calmodulin dependent protein kinase II beta [Source:HGNC Symbol;Acc:HGNC:1461]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MPV17","ENSG00000115204","MPV17","mitochondrial inner membrane protein MPV17 [Source:HGNC Symbol;Acc:HGNC:7224]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ESRP2","ENSG00000103067","ESRP2","epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:26152]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC28A3","ENSG00000197506","SLC28A3","solute carrier family 28 member 3 [Source:HGNC Symbol;Acc:HGNC:16484]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRIM8","ENSG00000171206","TRIM8","tripartite motif containing 8 [Source:HGNC Symbol;Acc:HGNC:15579]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HOXD10","ENSG00000128710","HOXD10","homeobox D10 [Source:HGNC Symbol;Acc:HGNC:5133]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAGI1-AS1","ENSG00000240175","MAGI1-AS1","MAGI1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40091]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"DEK","ENSG00000124795","DEK","DEK proto-oncogene [Source:HGNC Symbol;Acc:HGNC:2768]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM104A","ENSG00000133193","FAM104A","family with sequence similarity 104 member A [Source:HGNC Symbol;Acc:HGNC:25918]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CFHR4","ENSG00000134365","CFHR4","complement factor H related 4 [Source:HGNC Symbol;Acc:HGNC:16979]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PER2","ENSG00000132326","PER2","period circadian regulator 2 [Source:HGNC Symbol;Acc:HGNC:8846]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"P2RY2","ENSG00000175591","P2RY2","purinergic receptor P2Y2 [Source:HGNC Symbol;Acc:HGNC:8541]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RDH10-AS1","ENSG00000250295","RDH10-AS1","RDH10 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51658]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"TUB","ENSG00000166402","TUB","TUB bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP1R11","ENSG00000204619","PPP1R11","protein phosphatase 1 regulatory inhibitor subunit 11 [Source:HGNC Symbol;Acc:HGNC:9285]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DHDDS","ENSG00000117682","DHDDS","dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol;Acc:HGNC:20603]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLEC4E","ENSG00000166523","CLEC4E","C-type lectin domain family 4 member E [Source:HGNC Symbol;Acc:HGNC:14555]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIK3IP1-AS1","None","None","None",""
"PIK3CD-AS2","ENSG00000231789","PIK3CD-AS2","PIK3CD antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:51334]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"NT5C1B-RDH14","ENSG00000250741","NT5C1B-RDH14","NT5C1B-RDH14 readthrough [Source:HGNC Symbol;Acc:HGNC:38831]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TEX261","ENSG00000144043","TEX261","testis expressed 261 [Source:HGNC Symbol;Acc:HGNC:30712]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCDIN3D","ENSG00000186666","BCDIN3D","BCDIN3 domain containing RNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:27050]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANKRD20A9P","ENSG00000206192","ANKRD20A9P","ankyrin repeat domain 20 family member A9, pseudogene [Source:HGNC Symbol;Acc:HGNC:42023]","GENECARDS,HGNC"
"ID1","ENSG00000125968","ID1","inhibitor of DNA binding 1 [Source:HGNC Symbol;Acc:HGNC:5360]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EFHD1","ENSG00000115468","EFHD1","EF-hand domain family member D1 [Source:HGNC Symbol;Acc:HGNC:29556]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"U2AF2","ENSG00000063244","U2AF2","U2 small nuclear RNA auxiliary factor 2 [Source:HGNC Symbol;Acc:HGNC:23156]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ENSA","ENSG00000143420","ENSA","endosulfine alpha [Source:HGNC Symbol;Acc:HGNC:3360]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERCC2","ENSG00000104884","ERCC2","ERCC excision repair 2, TFIIH core complex helicase subunit [Source:HGNC Symbol;Acc:HGNC:3434]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FNBP4","ENSG00000109920","FNBP4","formin binding protein 4 [Source:HGNC Symbol;Acc:HGNC:19752]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CSNK1A1L","ENSG00000180138","CSNK1A1L","casein kinase 1 alpha 1 like [Source:HGNC Symbol;Acc:HGNC:20289]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NEO1","ENSG00000067141","NEO1","neogenin 1 [Source:HGNC Symbol;Acc:HGNC:7754]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EEF1DP3","ENSG00000229715","EEF1DP3","eukaryotic translation elongation factor 1 delta pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:30486]","GENECARDS,HGNC"
"ZNF784","ENSG00000179922","ZNF784","zinc finger protein 784 [Source:HGNC Symbol;Acc:HGNC:33111]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAP2C-AS1","ENSG00000232160","RAP2C-AS1","RAP2C antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40957]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"AARS","None","None","None",""
"RNF224","ENSG00000233198","RNF224","ring finger protein 224 [Source:HGNC Symbol;Acc:HGNC:41912]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EOMES","ENSG00000163508","EOMES","eomesodermin [Source:HGNC Symbol;Acc:HGNC:3372]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CA3","ENSG00000164879","CA3","carbonic anhydrase 3 [Source:HGNC Symbol;Acc:HGNC:1374]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WWTR1","ENSG00000018408","WWTR1","WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADAMTS9-AS1","ENSG00000241158","ADAMTS9-AS1","ADAMTS9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40625]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"LAMC1","ENSG00000135862","LAMC1","laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MPZL2","ENSG00000149573","MPZL2","myelin protein zero like 2 [Source:HGNC Symbol;Acc:HGNC:3496]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IL3","ENSG00000164399","IL3","interleukin 3 [Source:HGNC Symbol;Acc:HGNC:6011]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF500","ENSG00000103199","ZNF500","zinc finger protein 500 [Source:HGNC Symbol;Acc:HGNC:23716]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRKD3","ENSG00000115825","PRKD3","protein kinase D3 [Source:HGNC Symbol;Acc:HGNC:9408]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHKB","ENSG00000100288","CHKB","choline kinase beta [Source:HGNC Symbol;Acc:HGNC:1938]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNRNP200","ENSG00000144028","SNRNP200","small nuclear ribonucleoprotein U5 subunit 200 [Source:HGNC Symbol;Acc:HGNC:30859]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GALNS","ENSG00000141012","GALNS","galactosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4122]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLHL40","ENSG00000157119","KLHL40","kelch like family member 40 [Source:HGNC Symbol;Acc:HGNC:30372]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GOLGA2","ENSG00000167110","GOLGA2","golgin A2 [Source:HGNC Symbol;Acc:HGNC:4425]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM147","ENSG00000105677","TMEM147","transmembrane protein 147 [Source:HGNC Symbol;Acc:HGNC:30414]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC00290","ENSG00000248197","LINC00290","long intergenic non-protein coding RNA 290 [Source:HGNC Symbol;Acc:HGNC:38515]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"INTS2","ENSG00000108506","INTS2","integrator complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:29241]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR51B4","ENSG00000183251","OR51B4","olfactory receptor family 51 subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:14708]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C12ORF74","None","None","None",""
"ATAD3A","ENSG00000197785","ATAD3A","ATPase family AAA domain containing 3A [Source:HGNC Symbol;Acc:HGNC:25567]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HACD4","ENSG00000188921","HACD4","3-hydroxyacyl-CoA dehydratase 4 [Source:HGNC Symbol;Acc:HGNC:20920]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAIP1","ENSG00000172239","PAIP1","poly(A) binding protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16945]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AGPAT2","ENSG00000169692","AGPAT2","1-acylglycerol-3-phosphate O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:325]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C9ORF3","None","None","None",""
"XPO6","ENSG00000169180","XPO6","exportin 6 [Source:HGNC Symbol;Acc:HGNC:19733]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NFKBIB","ENSG00000104825","NFKBIB","NFKB inhibitor beta [Source:HGNC Symbol;Acc:HGNC:7798]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TCIRG1","ENSG00000110719","TCIRG1","T cell immune regulator 1, ATPase H+ transporting V0 subunit a3 [Source:HGNC Symbol;Acc:HGNC:11647]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"USP37","ENSG00000135913","USP37","ubiquitin specific peptidase 37 [Source:HGNC Symbol;Acc:HGNC:20063]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PHACTR4","ENSG00000204138","PHACTR4","phosphatase and actin regulator 4 [Source:HGNC Symbol;Acc:HGNC:25793]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNAH5","ENSG00000039139","DNAH5","dynein axonemal heavy chain 5 [Source:HGNC Symbol;Acc:HGNC:2950]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COL13A1","ENSG00000197467","COL13A1","collagen type XIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2190]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"XKRX","ENSG00000182489","XKRX","XK related X-linked [Source:HGNC Symbol;Acc:HGNC:29845]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM41B","ENSG00000166471","TMEM41B","transmembrane protein 41B [Source:HGNC Symbol;Acc:HGNC:28948]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ST20","ENSG00000180953","ST20","suppressor of tumorigenicity 20 [Source:HGNC Symbol;Acc:HGNC:33520]","GENECARDS,HGNC"
"LINC01234","ENSG00000249550","LINC01234","long intergenic non-protein coding RNA 1234 [Source:HGNC Symbol;Acc:HGNC:49757]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"ADD3-AS1","ENSG00000203876","ADD3-AS1","ADD3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48682]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"HSD17B11","ENSG00000198189","HSD17B11","hydroxysteroid 17-beta dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:22960]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MUTYH","ENSG00000132781","MUTYH","mutY DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7527]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EME1","ENSG00000154920","EME1","essential meiotic structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:24965]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPX","ENSG00000121053","EPX","eosinophil peroxidase [Source:HGNC Symbol;Acc:HGNC:3423]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNER","ENSG00000187957","DNER","delta/notch like EGF repeat containing [Source:HGNC Symbol;Acc:HGNC:24456]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IFT140","ENSG00000187535","IFT140","intraflagellar transport 140 [Source:HGNC Symbol;Acc:HGNC:29077]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MED10","ENSG00000133398","MED10","mediator complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:28760]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GTF2IP12","ENSG00000283050","GTF2IP12","general transcription factor IIi pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:51723]","GENECARDS,HGNC"
"UQCC1","ENSG00000101019","UQCC1","ubiquinol-cytochrome c reductase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:15891]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMED8","ENSG00000100580","TMED8","transmembrane p24 trafficking protein family member 8 [Source:HGNC Symbol;Acc:HGNC:18633]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KNCN","ENSG00000162456","KNCN","kinocilin [Source:HGNC Symbol;Acc:HGNC:26488]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FEV","ENSG00000163497","FEV","FEV transcription factor, ETS family member [Source:HGNC Symbol;Acc:HGNC:18562]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADAD1","ENSG00000164113","ADAD1","adenosine deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30713]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NOMO2","ENSG00000185164","NOMO2","NODAL modulator 2 [Source:HGNC Symbol;Acc:HGNC:22652]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PQLC1","None","None","None",""
"GALC","ENSG00000054983","GALC","galactosylceramidase [Source:HGNC Symbol;Acc:HGNC:4115]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF622","ENSG00000173545","ZNF622","zinc finger protein 622 [Source:HGNC Symbol;Acc:HGNC:30958]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FRZB","ENSG00000162998","FRZB","frizzled related protein [Source:HGNC Symbol;Acc:HGNC:3959]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"INPP5J","ENSG00000185133","INPP5J","inositol polyphosphate-5-phosphatase J [Source:HGNC Symbol;Acc:HGNC:8956]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SOX12","ENSG00000177732","SOX12","SRY-box transcription factor 12 [Source:HGNC Symbol;Acc:HGNC:11198]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRP4","ENSG00000134569","LRP4","LDL receptor related protein 4 [Source:HGNC Symbol;Acc:HGNC:6696]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBE2L3","ENSG00000185651","UBE2L3","ubiquitin conjugating enzyme E2 L3 [Source:HGNC Symbol;Acc:HGNC:12488]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TSTD3","ENSG00000279170","TSTD3","thiosulfate sulfurtransferase like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:40910]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP2R2C","ENSG00000074211","PPP2R2C","protein phosphatase 2 regulatory subunit Bgamma [Source:HGNC Symbol;Acc:HGNC:9306]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNAJC15","ENSG00000120675","DNAJC15","DnaJ heat shock protein family (Hsp40) member C15 [Source:HGNC Symbol;Acc:HGNC:20325]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIM3","ENSG00000198355","PIM3","Pim-3 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:19310]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LMTK2","ENSG00000164715","LMTK2","lemur tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:17880]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDX25","ENSG00000109832","DDX25","DEAD-box helicase 25 [Source:HGNC Symbol;Acc:HGNC:18698]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GATSL2","None","None","None",""
"KIF2A","ENSG00000068796","KIF2A","kinesin family member 2A [Source:HGNC Symbol;Acc:HGNC:6318]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SYTL3","ENSG00000164674","SYTL3","synaptotagmin like 3 [Source:HGNC Symbol;Acc:HGNC:15587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CIB2","ENSG00000136425","CIB2","calcium and integrin binding family member 2 [Source:HGNC Symbol;Acc:HGNC:24579]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLYBL-AS1","ENSG00000234303","CLYBL-AS1","CLYBL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39893]","GENECARDS,HGNC"
"PGLYRP4","ENSG00000163218","PGLYRP4","peptidoglycan recognition protein 4 [Source:HGNC Symbol;Acc:HGNC:30015]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPTLC3","ENSG00000172296","SPTLC3","serine palmitoyltransferase long chain base subunit 3 [Source:HGNC Symbol;Acc:HGNC:16253]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNAJC13","ENSG00000138246","DNAJC13","DnaJ heat shock protein family (Hsp40) member C13 [Source:HGNC Symbol;Acc:HGNC:30343]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAICS","ENSG00000128050","PAICS","phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase [Source:HGNC Symbol;Acc:HGNC:8587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BSCL2","ENSG00000168000","BSCL2","BSCL2 lipid droplet biogenesis associated, seipin [Source:HGNC Symbol;Acc:HGNC:15832]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
